undertone,body_type,occasion,n_items,has_outerwear,has_accessory,color_contrast,pattern_mix,undertone_enc,body_type_enc,occasion_enc,compatibility_score,is_compatible
cool,pear,party,5,0,0,0.26,0,1,2,2,0.8582,1
cool,oval,ethnic,4,0,1,0.16,0,1,5,3,0.8212,1
cool,oval,formal,3,0,0,0.41,1,1,5,1,0.7639,1
neutral,pear,casual,3,1,1,0.3,1,2,2,0,0.7576,1
cool,pear,party,3,0,1,0.81,0,1,2,2,0.8678,1
cool,pear,ethnic,4,0,0,0.71,0,1,2,3,0.7999,1
neutral,hourglass,casual,4,0,1,0.69,0,2,0,0,0.8028,1
neutral,apple,formal,3,1,0,0.24,0,2,4,1,0.8131,1
cool,oval,formal,5,0,1,0.41,0,1,5,1,0.8161,1
neutral,apple,party,3,1,1,0.3,0,2,4,2,0.8124,1
cool,rectangle,formal,4,0,0,0.75,0,1,3,1,0.6958,0
neutral,oval,casual,4,1,0,0.5,0,2,5,0,0.6694,0
neutral,pear,casual,3,0,0,0.43,1,2,2,0,0.7899,1
cool,oval,ethnic,3,1,0,0.78,0,1,5,3,0.8303,1
warm,hourglass,party,3,0,0,0.13,0,0,0,2,0.768,1
cool,pear,casual,5,0,1,0.24,0,1,2,0,0.7475,0
warm,oval,ethnic,5,1,1,0.77,1,0,5,3,0.7284,0
cool,apple,formal,5,0,1,0.17,0,1,4,1,0.7583,1
cool,apple,sports,3,1,0,0.29,1,1,4,4,0.7038,0
neutral,rectangle,sports,3,0,1,0.23,1,2,3,4,0.7118,0
warm,rectangle,ethnic,4,0,0,0.16,0,0,3,3,0.8504,1
warm,oval,ethnic,5,0,1,0.41,1,0,5,3,0.7016,0
cool,oval,formal,4,0,0,0.4,0,1,5,1,0.7055,0
neutral,hourglass,formal,3,1,1,0.89,0,2,0,1,0.99,1
neutral,pear,sports,4,0,0,0.57,0,2,2,4,0.6989,0
neutral,pear,casual,5,1,1,0.57,1,2,2,0,0.7186,0
cool,apple,casual,5,0,1,0.74,0,1,4,0,0.7435,0
neutral,rectangle,casual,3,1,1,0.79,0,2,3,0,0.9465,1
warm,hourglass,sports,3,0,1,0.76,1,0,0,4,0.7867,1
neutral,apple,sports,3,0,0,0.53,0,2,4,4,0.7518,1
neutral,apple,casual,5,0,0,0.83,0,2,4,0,0.6598,0
neutral,inverted_triangle,formal,5,1,1,0.77,1,2,1,1,0.8078,1
warm,apple,formal,4,0,1,0.43,0,0,4,1,0.733,0
warm,inverted_triangle,casual,5,0,1,0.22,0,0,1,0,0.9668,1
cool,rectangle,casual,3,1,0,0.75,0,1,3,0,0.8115,1
warm,rectangle,casual,3,0,1,0.67,1,0,3,0,0.7903,1
warm,inverted_triangle,party,4,0,1,0.69,0,0,1,2,0.9702,1
neutral,hourglass,ethnic,4,0,0,0.45,1,2,0,3,0.8037,1
warm,inverted_triangle,party,4,1,0,0.33,0,0,1,2,0.9254,1
cool,pear,ethnic,3,1,0,0.76,1,1,2,3,0.721,0
warm,rectangle,sports,5,1,1,0.77,0,0,3,4,0.7571,1
warm,apple,party,3,0,1,0.55,1,0,4,2,0.71,0
cool,oval,formal,3,0,1,0.17,0,1,5,1,0.7023,0
neutral,hourglass,casual,3,0,1,0.72,0,2,0,0,0.7279,0
warm,rectangle,party,5,0,1,0.12,1,0,3,2,0.7616,1
cool,oval,party,4,1,1,0.49,0,1,5,2,0.7931,1
neutral,inverted_triangle,party,5,0,1,0.66,0,2,1,2,0.7777,1
cool,inverted_triangle,formal,5,1,0,0.16,0,1,1,1,0.7782,1
warm,hourglass,party,3,1,1,0.36,0,0,0,2,0.8874,1
warm,rectangle,ethnic,4,0,0,0.31,0,0,3,3,0.7063,0
neutral,oval,sports,4,1,1,0.82,1,2,5,4,0.6464,0
neutral,oval,sports,3,0,1,0.24,0,2,5,4,0.7991,1
warm,rectangle,casual,3,1,0,0.77,0,0,3,0,0.8401,1
warm,pear,sports,4,0,0,0.44,1,0,2,4,0.6907,0
neutral,hourglass,party,3,1,1,0.86,1,2,0,2,0.7447,0
neutral,hourglass,party,3,1,0,0.34,0,2,0,2,0.7382,0
cool,inverted_triangle,casual,4,0,1,0.19,0,1,1,0,0.99,1
warm,apple,sports,5,1,0,0.28,0,0,4,4,0.6475,0
warm,apple,casual,4,0,0,0.51,0,0,4,0,0.7219,0
cool,rectangle,formal,3,0,1,0.56,0,1,3,1,0.821,1
cool,rectangle,formal,5,0,0,0.78,0,1,3,1,0.7279,0
warm,rectangle,party,4,1,0,0.52,0,0,3,2,0.6809,0
warm,oval,ethnic,4,0,1,0.86,0,0,5,3,0.7494,0
cool,rectangle,ethnic,3,1,0,0.17,1,1,3,3,0.7032,0
cool,oval,casual,5,0,0,0.22,0,1,5,0,0.8069,1
warm,apple,formal,3,0,1,0.48,1,0,4,1,0.7848,1
neutral,hourglass,formal,3,0,0,0.47,0,2,0,1,0.9465,1
cool,apple,party,3,1,0,0.7,0,1,4,2,0.7703,1
neutral,hourglass,casual,4,0,0,0.81,1,2,0,0,0.7211,0
warm,pear,party,3,0,1,0.41,0,0,2,2,0.7751,1
cool,pear,ethnic,4,0,1,0.23,0,1,2,3,0.7331,0
neutral,pear,formal,4,0,1,0.84,1,2,2,1,0.8365,1
cool,pear,formal,5,1,0,0.13,0,1,2,1,0.7945,1
neutral,oval,casual,3,1,1,0.41,0,2,5,0,0.7431,0
warm,oval,ethnic,5,0,1,0.1,0,0,5,3,0.7345,0
cool,oval,ethnic,3,1,1,0.29,1,1,5,3,0.7354,0
cool,rectangle,party,3,1,1,0.35,1,1,3,2,0.7952,1
warm,inverted_triangle,formal,4,0,0,0.34,1,0,1,1,0.982,1
neutral,rectangle,ethnic,5,1,0,0.29,0,2,3,3,0.8008,1
warm,rectangle,ethnic,3,1,0,0.88,0,0,3,3,0.7361,0
warm,rectangle,ethnic,5,0,1,0.88,0,0,3,3,0.7347,0
warm,inverted_triangle,ethnic,4,1,1,0.6,0,0,1,3,0.7778,1
warm,pear,sports,3,1,1,0.36,1,0,2,4,0.6641,0
neutral,apple,casual,5,1,0,0.9,0,2,4,0,0.686,0
warm,pear,sports,4,1,0,0.73,0,0,2,4,0.6578,0
neutral,rectangle,casual,5,1,1,0.35,0,2,3,0,0.9404,1
warm,hourglass,casual,5,0,1,0.22,0,0,0,0,0.936,1
cool,oval,ethnic,4,1,1,0.57,1,1,5,3,0.8499,1
warm,inverted_triangle,formal,3,0,1,0.53,0,0,1,1,0.9477,1
warm,hourglass,ethnic,3,1,1,0.45,0,0,0,3,0.8732,1
neutral,rectangle,party,3,1,1,0.82,0,2,3,2,0.8251,1
warm,hourglass,ethnic,5,0,1,0.25,0,0,0,3,0.8619,1
neutral,inverted_triangle,formal,3,1,1,0.38,0,2,1,1,0.8364,1
warm,pear,formal,5,0,1,0.26,0,0,2,1,0.7557,1
neutral,rectangle,casual,3,1,0,0.31,0,2,3,0,0.8124,1
warm,oval,party,4,1,1,0.84,1,0,5,2,0.7456,0
warm,pear,ethnic,3,1,1,0.73,0,0,2,3,0.8323,1
cool,inverted_triangle,sports,3,0,1,0.15,1,1,1,4,0.7899,1
warm,apple,sports,4,1,0,0.81,1,0,4,4,0.7683,1
neutral,inverted_triangle,sports,4,0,1,0.81,0,2,1,4,0.7097,0
cool,rectangle,ethnic,5,0,1,0.65,0,1,3,3,0.7328,0
warm,rectangle,casual,4,1,1,0.89,0,0,3,0,0.8982,1
neutral,pear,party,5,0,1,0.53,0,2,2,2,0.8366,1
neutral,pear,casual,5,0,1,0.87,0,2,2,0,0.6773,0
cool,inverted_triangle,sports,4,0,0,0.28,0,1,1,4,0.7112,0
neutral,pear,casual,3,1,1,0.42,0,2,2,0,0.7714,1
neutral,inverted_triangle,sports,4,0,1,0.84,0,2,1,4,0.7741,1
neutral,rectangle,casual,5,0,0,0.8,0,2,3,0,0.8749,1
warm,oval,ethnic,5,0,1,0.67,1,0,5,3,0.7018,0
cool,inverted_triangle,sports,5,0,1,0.73,0,1,1,4,0.6808,0
neutral,inverted_triangle,casual,4,0,1,0.41,0,2,1,0,0.8488,1
cool,hourglass,sports,4,0,0,0.33,0,1,0,4,0.7207,0
cool,rectangle,party,3,1,0,0.66,1,1,3,2,0.723,0
neutral,inverted_triangle,party,3,1,1,0.26,0,2,1,2,0.7522,1
cool,apple,party,5,0,0,0.77,0,1,4,2,0.7257,0
warm,hourglass,casual,3,1,0,0.83,0,0,0,0,0.99,1
neutral,rectangle,party,4,1,0,0.84,0,2,3,2,0.7693,1
warm,hourglass,formal,3,0,1,0.5,1,0,0,1,0.99,1
neutral,rectangle,casual,5,1,1,0.87,0,2,3,0,0.8409,1
warm,pear,party,4,0,0,0.23,1,0,2,2,0.815,1
cool,inverted_triangle,sports,4,1,1,0.28,0,1,1,4,0.7109,0
cool,pear,ethnic,4,0,1,0.42,1,1,2,3,0.8396,1
neutral,apple,ethnic,5,0,1,0.67,0,2,4,3,0.8108,1
neutral,hourglass,formal,3,0,1,0.62,1,2,0,1,0.99,1
warm,oval,formal,5,0,0,0.3,1,0,5,1,0.716,0
cool,pear,formal,5,0,1,0.88,0,1,2,1,0.7478,0
cool,oval,party,5,1,1,0.22,0,1,5,2,0.8036,1
warm,pear,sports,4,1,1,0.46,0,0,2,4,0.701,0
neutral,oval,formal,3,1,0,0.62,0,2,5,1,0.8311,1
warm,rectangle,casual,4,1,1,0.59,1,0,3,0,0.857,1
cool,hourglass,party,3,0,0,0.79,1,1,0,2,0.8155,1
warm,rectangle,sports,3,0,0,0.42,0,0,3,4,0.7207,0
warm,pear,ethnic,5,1,1,0.21,0,0,2,3,0.8688,1
neutral,inverted_triangle,sports,3,1,0,0.58,0,2,1,4,0.7655,1
neutral,oval,formal,5,0,1,0.78,0,2,5,1,0.8016,1
warm,oval,formal,4,1,1,0.86,0,0,5,1,0.8101,1
cool,inverted_triangle,ethnic,4,1,1,0.48,0,1,1,3,0.8277,1
neutral,pear,ethnic,3,0,1,0.88,0,2,2,3,0.8268,1
cool,apple,party,4,0,1,0.4,0,1,4,2,0.6875,0
cool,oval,sports,5,1,0,0.87,0,1,5,4,0.7998,1
cool,pear,party,3,0,0,0.55,0,1,2,2,0.8704,1
cool,rectangle,ethnic,3,1,1,0.67,0,1,3,3,0.7459,0
cool,oval,sports,5,0,0,0.5,0,1,5,4,0.6651,0
cool,hourglass,party,4,0,1,0.88,0,1,0,2,0.799,1
cool,pear,sports,3,1,0,0.62,0,1,2,4,0.7096,0
warm,rectangle,sports,3,0,1,0.34,0,0,3,4,0.7455,0
neutral,oval,party,4,1,0,0.16,0,2,5,2,0.7048,0
warm,rectangle,party,3,1,0,0.47,0,0,3,2,0.7689,1
cool,inverted_triangle,casual,4,1,1,0.36,1,1,1,0,0.8992,1
cool,pear,party,5,0,1,0.17,0,1,2,2,0.9115,1
cool,pear,formal,3,1,1,0.35,0,1,2,1,0.7643,1
cool,rectangle,formal,5,1,1,0.31,0,1,3,1,0.7253,0
warm,inverted_triangle,formal,5,0,0,0.15,0,0,1,1,0.99,1
neutral,oval,casual,5,1,0,0.29,0,2,5,0,0.7001,0
warm,apple,sports,5,0,1,0.24,1,0,4,4,0.7061,0
cool,pear,sports,4,1,1,0.25,0,1,2,4,0.6978,0
cool,rectangle,party,4,0,1,0.48,1,1,3,2,0.8323,1
neutral,hourglass,casual,3,0,0,0.8,0,2,0,0,0.8276,1
cool,hourglass,sports,5,1,0,0.89,0,1,0,4,0.8069,1
warm,rectangle,party,5,1,0,0.33,0,0,3,2,0.7642,1
cool,pear,sports,4,0,0,0.8,0,1,2,4,0.7518,1
warm,oval,casual,3,1,1,0.36,0,0,5,0,0.6942,0
cool,pear,ethnic,4,1,0,0.59,0,1,2,3,0.7993,1
neutral,oval,casual,3,0,1,0.58,1,2,5,0,0.8078,1
warm,rectangle,ethnic,5,1,0,0.67,0,0,3,3,0.8386,1
cool,pear,party,5,0,1,0.66,0,1,2,2,0.921,1
cool,pear,ethnic,5,1,1,0.68,1,1,2,3,0.8001,1
neutral,inverted_triangle,ethnic,4,1,0,0.78,1,2,1,3,0.8292,1
warm,oval,sports,3,1,0,0.81,0,0,5,4,0.7873,1
neutral,inverted_triangle,casual,5,0,1,0.4,0,2,1,0,0.8141,1
neutral,rectangle,casual,5,1,1,0.83,1,2,3,0,0.8948,1
neutral,pear,casual,5,0,1,0.52,0,2,2,0,0.7305,0
warm,oval,ethnic,3,0,1,0.43,0,0,5,3,0.784,1
cool,rectangle,ethnic,5,0,0,0.85,1,1,3,3,0.7951,1
neutral,hourglass,party,3,0,1,0.51,0,2,0,2,0.87,1
warm,apple,casual,4,1,1,0.73,0,0,4,0,0.712,0
cool,hourglass,casual,5,0,0,0.45,0,1,0,0,0.722,0
cool,hourglass,party,5,1,0,0.39,0,1,0,2,0.8187,1
warm,rectangle,casual,3,0,1,0.6,0,0,3,0,0.8447,1
neutral,rectangle,ethnic,3,0,1,0.64,0,2,3,3,0.8333,1
warm,hourglass,sports,3,1,1,0.68,0,0,0,4,0.7897,1
neutral,apple,party,3,0,1,0.54,0,2,4,2,0.7732,1
cool,hourglass,party,5,0,1,0.37,0,1,0,2,0.7471,0
cool,oval,party,4,0,1,0.72,1,1,5,2,0.7571,1
warm,rectangle,sports,5,1,1,0.36,1,0,3,4,0.7627,1
warm,apple,party,3,0,1,0.62,0,0,4,2,0.7042,0
warm,rectangle,sports,5,0,0,0.24,0,0,3,4,0.6817,0
cool,apple,sports,3,0,1,0.56,0,1,4,4,0.7354,0
warm,apple,ethnic,5,1,1,0.85,0,0,4,3,0.7341,0
warm,rectangle,sports,4,1,0,0.11,0,0,3,4,0.6581,0
neutral,pear,ethnic,5,0,1,0.64,0,2,2,3,0.7895,1
warm,inverted_triangle,sports,4,0,1,0.86,1,0,1,4,0.824,1
neutral,inverted_triangle,sports,5,0,1,0.33,0,2,1,4,0.7821,1
cool,oval,party,3,1,1,0.2,0,1,5,2,0.7953,1
warm,inverted_triangle,sports,5,0,1,0.2,0,0,1,4,0.7212,0
neutral,rectangle,party,5,0,0,0.82,0,2,3,2,0.8124,1
cool,oval,casual,4,0,0,0.75,1,1,5,0,0.7905,1
neutral,hourglass,sports,5,1,1,0.32,0,2,0,4,0.833,1
warm,inverted_triangle,formal,3,1,1,0.34,1,0,1,1,0.99,1
cool,hourglass,formal,4,1,0,0.15,0,1,0,1,0.99,1
cool,apple,party,3,0,1,0.9,0,1,4,2,0.8117,1
neutral,oval,ethnic,5,0,1,0.15,1,2,5,3,0.8314,1
cool,hourglass,casual,4,1,0,0.84,0,1,0,0,0.7822,1
cool,hourglass,sports,5,1,1,0.28,0,1,0,4,0.7056,0
cool,hourglass,sports,4,1,1,0.2,0,1,0,4,0.7045,0
cool,oval,ethnic,5,0,0,0.71,0,1,5,3,0.8593,1
warm,rectangle,sports,4,0,1,0.54,1,0,3,4,0.6804,0
neutral,pear,sports,4,1,1,0.64,0,2,2,4,0.766,1
warm,oval,ethnic,4,0,1,0.18,0,0,5,3,0.8142,1
cool,apple,party,5,0,1,0.11,1,1,4,2,0.7412,0
cool,pear,ethnic,4,0,0,0.64,0,1,2,3,0.7357,0
warm,pear,sports,5,1,1,0.53,0,0,2,4,0.8026,1
cool,hourglass,sports,4,0,1,0.2,1,1,0,4,0.7086,0
cool,oval,ethnic,3,0,0,0.43,0,1,5,3,0.8287,1
neutral,apple,party,3,0,0,0.6,0,2,4,2,0.7256,0
cool,apple,ethnic,5,1,0,0.73,0,1,4,3,0.7358,0
warm,hourglass,party,3,0,1,0.37,0,0,0,2,0.7836,1
cool,hourglass,ethnic,3,0,1,0.69,0,1,0,3,0.8305,1
warm,rectangle,party,5,0,1,0.27,0,0,3,2,0.7864,1
neutral,inverted_triangle,ethnic,3,0,0,0.24,0,2,1,3,0.8318,1
warm,rectangle,sports,3,0,0,0.72,0,0,3,4,0.6816,0
cool,oval,ethnic,3,0,0,0.32,0,1,5,3,0.7556,1
warm,apple,formal,4,1,1,0.17,0,0,4,1,0.7639,1
neutral,apple,formal,5,0,0,0.37,0,2,4,1,0.816,1
cool,pear,party,3,0,0,0.73,0,1,2,2,0.9635,1
neutral,rectangle,sports,3,1,1,0.68,1,2,3,4,0.7854,1
cool,inverted_triangle,ethnic,4,1,1,0.42,1,1,1,3,0.8961,1
warm,inverted_triangle,party,3,0,1,0.74,0,0,1,2,0.9895,1
cool,inverted_triangle,casual,3,0,0,0.71,0,1,1,0,0.8796,1
cool,hourglass,party,4,1,1,0.49,0,1,0,2,0.8285,1
warm,hourglass,casual,4,0,1,0.4,0,0,0,0,0.929,1
cool,oval,ethnic,3,0,1,0.74,1,1,5,3,0.845,1
neutral,apple,party,5,1,1,0.79,0,2,4,2,0.7743,1
warm,pear,ethnic,4,1,1,0.29,0,0,2,3,0.768,1
neutral,inverted_triangle,party,3,1,1,0.21,0,2,1,2,0.7718,1
warm,inverted_triangle,sports,3,0,0,0.85,1,0,1,4,0.7793,1
warm,pear,party,5,0,1,0.68,0,0,2,2,0.7549,1
cool,rectangle,sports,3,0,0,0.23,1,1,3,4,0.7724,1
neutral,rectangle,sports,4,1,0,0.37,0,2,3,4,0.7326,0
warm,inverted_triangle,casual,5,1,1,0.79,0,0,1,0,0.9723,1
warm,oval,formal,4,0,1,0.13,0,0,5,1,0.7005,0
neutral,rectangle,formal,5,0,1,0.31,0,2,3,1,0.7781,1
warm,hourglass,formal,5,0,1,0.46,0,0,0,1,0.9887,1
neutral,oval,sports,3,1,1,0.33,1,2,5,4,0.7663,1
cool,rectangle,formal,3,0,0,0.6,1,1,3,1,0.7309,0
warm,apple,casual,5,0,0,0.2,0,0,4,0,0.7893,1
cool,inverted_triangle,party,3,1,1,0.3,0,1,1,2,0.8185,1
warm,inverted_triangle,ethnic,3,0,1,0.78,0,0,1,3,0.7656,1
cool,apple,formal,4,0,1,0.5,1,1,4,1,0.8139,1
cool,pear,sports,4,0,1,0.62,0,1,2,4,0.6598,0
neutral,rectangle,formal,3,1,1,0.75,0,2,3,1,0.8223,1
neutral,pear,formal,3,1,0,0.49,1,2,2,1,0.8585,1
cool,hourglass,ethnic,5,0,0,0.73,0,1,0,3,0.8367,1
cool,hourglass,casual,4,1,1,0.59,0,1,0,0,0.792,1
warm,apple,casual,5,1,1,0.34,0,0,4,0,0.7227,0
cool,inverted_triangle,formal,4,1,1,0.49,0,1,1,1,0.8102,1
cool,pear,party,5,0,1,0.63,0,1,2,2,0.8583,1
warm,rectangle,party,4,1,1,0.74,1,0,3,2,0.682,0
cool,pear,ethnic,4,0,0,0.88,0,1,2,3,0.8394,1
warm,apple,sports,4,0,1,0.56,1,0,4,4,0.7542,1
neutral,apple,party,4,0,0,0.71,0,2,4,2,0.7737,1
neutral,inverted_triangle,ethnic,5,0,0,0.62,0,2,1,3,0.805,1
cool,pear,casual,5,0,0,0.23,0,1,2,0,0.7689,1
warm,apple,sports,3,0,0,0.34,0,0,4,4,0.7548,1
warm,apple,party,3,0,0,0.69,1,0,4,2,0.7654,1
cool,apple,party,3,0,1,0.4,0,1,4,2,0.7772,1
warm,hourglass,ethnic,3,0,1,0.28,0,0,0,3,0.7928,1
neutral,apple,ethnic,5,0,1,0.51,0,2,4,3,0.7841,1
warm,hourglass,party,4,0,1,0.9,0,0,0,2,0.8276,1
cool,apple,party,4,0,0,0.27,0,1,4,2,0.7704,1
warm,hourglass,ethnic,3,1,0,0.22,1,0,0,3,0.7665,1
cool,pear,formal,4,1,1,0.6,0,1,2,1,0.7245,0
neutral,rectangle,sports,5,1,0,0.89,0,2,3,4,0.7932,1
neutral,pear,ethnic,5,0,0,0.37,0,2,2,3,0.8394,1
warm,rectangle,ethnic,5,0,1,0.35,1,0,3,3,0.8084,1
neutral,oval,sports,3,1,0,0.1,1,2,5,4,0.7345,0
cool,apple,casual,4,1,1,0.16,0,1,4,0,0.6553,0
cool,hourglass,party,5,0,0,0.15,1,1,0,2,0.7736,1
cool,pear,sports,4,0,1,0.39,1,1,2,4,0.7406,0
neutral,hourglass,sports,3,1,0,0.27,1,2,0,4,0.7381,0
warm,inverted_triangle,formal,3,0,1,0.15,0,0,1,1,0.915,1
warm,inverted_triangle,casual,3,0,1,0.22,1,0,1,0,0.99,1
neutral,hourglass,party,4,0,1,0.54,0,2,0,2,0.7651,1
neutral,rectangle,casual,5,0,1,0.14,0,2,3,0,0.9529,1
warm,rectangle,party,4,0,0,0.16,0,0,3,2,0.6908,0
neutral,oval,casual,3,1,1,0.47,0,2,5,0,0.7417,0
neutral,apple,ethnic,4,0,0,0.15,0,2,4,3,0.7938,1
cool,apple,ethnic,3,1,0,0.25,0,1,4,3,0.8016,1
cool,rectangle,ethnic,4,0,0,0.24,0,1,3,3,0.7866,1
warm,apple,sports,3,1,1,0.44,0,0,4,4,0.7441,0
neutral,inverted_triangle,sports,3,0,1,0.58,0,2,1,4,0.7974,1
neutral,oval,ethnic,5,0,1,0.22,0,2,5,3,0.7818,1
warm,rectangle,casual,3,1,1,0.55,0,0,3,0,0.8023,1
cool,hourglass,sports,5,1,0,0.32,1,1,0,4,0.7831,1
neutral,apple,formal,4,1,1,0.17,0,2,4,1,0.8189,1
neutral,apple,formal,5,1,1,0.26,0,2,4,1,0.7948,1
neutral,rectangle,formal,4,1,1,0.41,0,2,3,1,0.7317,0
neutral,inverted_triangle,party,3,1,0,0.65,1,2,1,2,0.8232,1
warm,oval,sports,4,0,1,0.15,1,0,5,4,0.7895,1
cool,apple,sports,4,0,1,0.32,0,1,4,4,0.7348,0
neutral,rectangle,sports,4,1,1,0.77,1,2,3,4,0.6568,0
neutral,inverted_triangle,formal,3,0,0,0.64,0,2,1,1,0.8438,1
warm,rectangle,party,5,0,1,0.65,0,0,3,2,0.7338,0
neutral,inverted_triangle,ethnic,5,1,0,0.19,0,2,1,3,0.832,1
warm,inverted_triangle,ethnic,5,0,0,0.13,0,0,1,3,0.7544,1
warm,inverted_triangle,party,3,0,1,0.64,0,0,1,2,0.9779,1
cool,oval,ethnic,5,1,0,0.36,0,1,5,3,0.7135,0
cool,hourglass,formal,4,0,1,0.35,0,1,0,1,0.99,1
warm,apple,casual,5,1,0,0.53,0,0,4,0,0.8094,1
warm,oval,casual,5,1,1,0.2,0,0,5,0,0.7009,0
warm,inverted_triangle,casual,5,1,1,0.75,0,0,1,0,0.9368,1
warm,inverted_triangle,party,5,1,1,0.27,0,0,1,2,0.9321,1
cool,hourglass,formal,5,0,1,0.11,0,1,0,1,0.99,1
warm,oval,formal,5,0,0,0.61,1,0,5,1,0.708,0
warm,apple,ethnic,5,1,1,0.1,1,0,4,3,0.71,0
warm,hourglass,formal,5,1,0,0.84,0,0,0,1,0.99,1
neutral,hourglass,casual,4,0,1,0.66,1,2,0,0,0.8344,1
cool,inverted_triangle,sports,3,1,1,0.61,1,1,1,4,0.7514,1
neutral,inverted_triangle,party,4,0,0,0.18,1,2,1,2,0.854,1
neutral,oval,casual,4,1,1,0.5,0,2,5,0,0.6969,0
warm,rectangle,formal,5,0,0,0.59,1,0,3,1,0.7857,1
cool,oval,party,4,0,0,0.58,0,1,5,2,0.7816,1
warm,oval,sports,5,0,0,0.56,0,0,5,4,0.707,0
warm,apple,party,3,0,0,0.67,0,0,4,2,0.7315,0
warm,rectangle,ethnic,4,0,1,0.89,0,0,3,3,0.8376,1
cool,inverted_triangle,sports,4,1,1,0.87,1,1,1,4,0.6803,0
neutral,rectangle,formal,3,0,1,0.48,0,2,3,1,0.7626,1
cool,apple,casual,3,0,1,0.1,0,1,4,0,0.6795,0
warm,inverted_triangle,ethnic,4,0,1,0.75,0,0,1,3,0.8749,1
cool,apple,sports,4,0,1,0.48,0,1,4,4,0.6688,0
neutral,rectangle,formal,5,0,0,0.18,1,2,3,1,0.7725,1
warm,inverted_triangle,party,3,0,0,0.41,0,0,1,2,0.9232,1
cool,oval,party,3,0,1,0.18,0,1,5,2,0.7194,0
cool,inverted_triangle,sports,5,1,0,0.36,0,1,1,4,0.7003,0
warm,inverted_triangle,casual,5,1,0,0.82,0,0,1,0,0.9011,1
warm,pear,party,5,0,0,0.34,0,0,2,2,0.8287,1
warm,oval,ethnic,3,1,0,0.82,0,0,5,3,0.846,1
warm,hourglass,ethnic,3,1,0,0.66,0,0,0,3,0.8381,1
cool,rectangle,formal,5,0,0,0.71,0,1,3,1,0.7241,0
cool,inverted_triangle,casual,4,1,1,0.68,1,1,1,0,0.954,1
cool,apple,casual,3,0,0,0.41,0,1,4,0,0.6592,0
warm,apple,ethnic,4,0,0,0.6,1,0,4,3,0.8287,1
neutral,pear,ethnic,5,1,1,0.59,0,2,2,3,0.73,0
neutral,inverted_triangle,party,3,1,0,0.41,0,2,1,2,0.768,1
neutral,oval,ethnic,3,0,0,0.19,0,2,5,3,0.8517,1
cool,rectangle,party,4,0,0,0.88,0,1,3,2,0.8157,1
cool,apple,ethnic,5,0,1,0.21,0,1,4,3,0.7325,0
warm,apple,ethnic,4,1,1,0.11,0,0,4,3,0.7748,1
warm,oval,formal,4,0,0,0.2,0,0,5,1,0.7575,1
warm,inverted_triangle,formal,3,0,0,0.84,1,0,1,1,0.99,1
neutral,rectangle,party,3,0,1,0.78,0,2,3,2,0.8316,1
cool,oval,formal,5,1,1,0.21,0,1,5,1,0.8128,1
neutral,pear,party,3,1,0,0.65,0,2,2,2,0.7252,0
cool,hourglass,casual,4,0,1,0.48,1,1,0,0,0.8632,1
cool,pear,casual,5,0,1,0.47,0,1,2,0,0.6721,0
warm,pear,formal,3,0,0,0.48,0,0,2,1,0.7521,1
neutral,hourglass,ethnic,5,0,0,0.56,0,2,0,3,0.865,1
warm,apple,party,5,0,1,0.82,0,0,4,2,0.742,0
cool,inverted_triangle,party,5,0,0,0.82,0,1,1,2,0.8063,1
neutral,apple,ethnic,4,0,0,0.49,0,2,4,3,0.7561,1
warm,pear,party,3,1,0,0.62,0,0,2,2,0.7009,0
warm,oval,party,4,0,1,0.88,1,0,5,2,0.8156,1
warm,inverted_triangle,casual,4,0,1,0.1,0,0,1,0,0.9625,1
cool,oval,formal,5,1,1,0.73,1,1,5,1,0.7408,0
cool,pear,party,4,0,1,0.21,0,1,2,2,0.8673,1
warm,rectangle,formal,4,0,0,0.43,0,0,3,1,0.7521,1
cool,inverted_triangle,casual,5,0,0,0.35,0,1,1,0,0.9812,1
warm,apple,party,4,1,1,0.74,0,0,4,2,0.7361,0
warm,rectangle,formal,3,0,1,0.44,0,0,3,1,0.8219,1
cool,oval,casual,3,0,1,0.36,0,1,5,0,0.6865,0
warm,apple,casual,4,1,1,0.67,0,0,4,0,0.7262,0
cool,hourglass,formal,4,0,1,0.25,1,1,0,1,0.99,1
cool,pear,party,3,1,1,0.11,0,1,2,2,0.8319,1
neutral,apple,formal,5,1,1,0.89,0,2,4,1,0.757,1
neutral,oval,casual,5,1,1,0.29,1,2,5,0,0.7288,0
cool,oval,sports,3,1,1,0.87,1,1,5,4,0.7651,1
neutral,inverted_triangle,formal,3,0,1,0.28,1,2,1,1,0.8393,1
cool,pear,formal,5,0,1,0.47,0,1,2,1,0.8118,1
warm,apple,formal,5,1,0,0.54,0,0,4,1,0.7591,1
cool,pear,casual,3,0,1,0.22,0,1,2,0,0.7187,0
neutral,inverted_triangle,ethnic,5,1,0,0.85,0,2,1,3,0.8441,1
warm,hourglass,sports,3,1,1,0.19,0,0,0,4,0.6979,0
warm,oval,party,4,0,1,0.11,0,0,5,2,0.7629,1
warm,rectangle,casual,3,1,0,0.51,0,0,3,0,0.779,1
neutral,inverted_triangle,formal,3,1,1,0.33,1,2,1,1,0.8096,1
neutral,hourglass,casual,5,0,1,0.68,1,2,0,0,0.7798,1
neutral,oval,formal,4,1,1,0.52,1,2,5,1,0.6915,0
warm,apple,formal,5,0,0,0.8,0,0,4,1,0.6825,0
