r,g,b,brightness,r_g_diff,r_b_diff,g_b_diff,ita_angle,skin_class,skin_name,skin_label,undertone,best_colors
255,218,169,223.48,37,86,49,63.63,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
210,174,152,182.26,36,58,22,66.32,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,171,151,180.68,40,60,20,65.34,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
94,70,57,75.69,24,37,13,34.77,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
205,157,131,168.39,48,74,26,57.99,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,176,128,176.51,20,68,48,61.74,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
134,99,63,105.36,35,71,36,37.94,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
136,91,111,106.73,45,25,-20,66.22,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,160,159,172.44,42,43,1,70.65,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
121,84,49,91.07,37,72,35,29.7,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
204,169,118,173.65,35,86,51,55.18,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
46,32,20,34.82,14,26,12,-30.28,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
145,99,56,107.85,46,89,43,33.02,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
51,37,23,39.59,14,28,14,-20.39,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
145,107,83,115.63,38,62,24,46.63,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
176,122,138,139.97,54,38,-16,67.1,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
246,226,160,224.46,20,86,66,63.76,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
59,44,30,46.89,15,29,14,-6.12,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
204,189,161,190.29,15,43,28,72.96,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
119,92,74,98.02,27,45,18,46.86,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,163,117,159.25,5,51,46,64.98,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
197,179,151,181.19,18,46,28,70.68,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
48,31,28,35.74,17,20,3,-35.49,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
163,90,84,111.14,73,79,6,37.74,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
125,77,78,91.47,48,47,-1,41.42,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
41,62,46,53.9,-21,-5,16,37.95,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
229,215,157,212.57,14,72,58,66.11,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
110,78,47,84.03,32,63,31,28.38,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
239,223,199,225.05,16,40,24,77.13,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
152,125,84,128.4,27,68,41,49.06,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
103,99,67,96.55,4,36,32,52.28,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
173,158,117,157.81,15,56,41,62.55,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
93,74,72,79.45,19,21,2,54.51,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
226,222,168,217.04,4,58,54,70.85,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
170,95,90,116.86,75,80,5,39.89,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
161,87,78,108.1,74,83,9,34.99,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
48,46,56,47.74,2,-8,-10,-15.77,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
93,68,72,75.93,25,21,-4,51.0,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
44,37,31,38.41,7,13,6,-41.72,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
87,93,73,88.93,-6,14,20,70.22,4,dark,Dark/Deep Brown,neutral,"White,Black,Navy,Blush,Teal"
148,110,72,117.03,38,76,38,41.41,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
126,114,68,112.34,12,58,46,47.07,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
133,93,97,105.42,40,36,-4,56.99,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
201,162,134,170.47,39,67,28,60.92,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
246,220,186,223.9,26,60,34,70.96,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
184,166,135,167.85,18,49,31,67.42,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
216,188,188,196.37,28,28,0,79.17,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
251,189,159,204.12,62,92,30,59.17,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
40,62,48,53.83,-22,-8,14,25.58,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
211,177,175,186.94,34,36,2,75.27,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
219,229,159,218.03,-10,60,70,70.35,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,172,134,176.64,30,68,38,61.77,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
222,188,127,191.21,34,95,61,56.07,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
169,135,135,145.17,34,34,0,70.34,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
193,165,163,173.14,28,30,2,76.31,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
210,224,190,215.94,-14,20,34,83.13,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
175,108,108,128.03,67,67,0,49.35,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
192,150,124,159.59,42,68,26,58.18,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
138,108,102,116.29,30,36,6,61.5,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
179,130,112,142.6,49,67,18,54.11,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
239,192,175,204.11,47,64,17,67.45,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,132,102,148.91,68,98,30,45.26,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
252,217,195,224.96,35,57,22,71.95,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
139,105,62,110.26,34,77,43,38.05,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,161,91,155.11,7,77,70,53.77,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
175,148,131,154.14,27,44,17,67.1,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
115,99,82,101.85,16,33,17,57.53,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
173,164,93,158.6,9,80,71,53.62,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,163,98,166.65,37,102,65,48.83,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
185,158,113,160.94,27,72,45,57.02,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
97,63,78,74.88,34,19,-15,52.63,4,dark,Dark/Deep Brown,neutral,"White,Black,Navy,Blush,Teal"
204,193,165,193.1,11,39,28,74.76,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
237,228,169,223.96,9,68,59,68.65,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
78,26,54,44.74,52,24,-28,-12.36,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
124,61,70,80.86,63,54,-9,29.75,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
228,225,196,222.59,3,32,29,79.5,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
189,158,142,165.44,31,47,16,67.85,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
161,128,67,130.91,33,94,61,40.72,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
72,56,49,59.99,16,23,7,23.48,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
132,123,94,122.38,9,38,29,62.3,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
173,144,116,149.48,29,57,28,60.19,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
245,202,182,212.58,43,63,20,68.82,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
142,103,99,114.2,39,43,4,56.19,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
138,84,61,97.52,54,77,23,31.68,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
40,56,26,47.8,-16,14,30,-8.93,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
162,116,84,126.11,46,78,32,44.3,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
105,68,79,80.32,37,26,-11,49.39,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
104,59,76,74.39,45,28,-17,41.06,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
180,131,136,146.22,49,44,-5,65.43,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
118,68,44,80.21,50,74,24,22.21,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
116,70,78,84.67,46,38,-8,42.38,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,157,137,170.87,54,74,20,58.52,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
95,69,25,71.76,26,70,44,17.27,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
154,126,127,134.49,28,27,-1,72.28,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,181,152,180.38,9,38,29,73.75,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
77,30,43,45.54,47,34,-13,-7.47,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,128,73,133.69,40,95,55,41.38,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
249,223,169,224.62,26,80,54,65.39,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
84,43,22,52.86,41,62,21,2.64,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,136,113,142.95,32,55,23,59.39,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
177,151,107,153.76,26,70,44,56.0,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
122,85,50,92.07,37,72,35,30.3,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
222,156,154,175.51,66,68,2,61.55,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
232,212,165,212.62,20,67,47,67.61,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
132,88,66,98.65,44,66,22,36.39,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
89,95,55,88.65,-6,34,40,48.66,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
198,187,171,188.46,11,27,16,78.97,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
159,101,83,116.29,58,76,18,41.1,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
137,80,53,93.96,57,84,27,27.62,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
205,172,148,179.13,33,57,24,66.18,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
170,137,85,140.94,33,85,52,46.93,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
204,173,167,181.58,31,37,6,74.29,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
201,145,113,158.1,56,88,32,50.85,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
111,86,84,93.25,25,27,2,58.02,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
138,101,71,108.64,37,67,30,41.19,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
180,153,124,157.77,27,56,29,62.54,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
164,125,103,134.15,39,61,22,54.06,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,131,142,150.19,60,49,-11,63.94,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
130,114,64,113.08,16,66,50,43.7,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
189,116,101,136.12,73,88,15,44.38,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,168,130,170.25,22,60,38,63.48,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
110,88,71,92.64,22,39,17,47.55,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
241,202,178,210.92,39,63,24,68.62,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
186,158,134,163.64,28,52,24,65.41,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
156,143,137,146.2,13,19,6,78.83,2,medium,Medium/Wheatish,neutral,"White,Black,Navy,Blush,Teal"
236,203,189,211.27,33,47,14,73.75,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
240,181,155,195.68,59,85,26,59.74,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,129,68,132.21,34,95,61,40.87,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
59,42,55,48.57,17,4,-13,-19.67,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
192,158,112,162.92,34,80,46,54.68,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
226,228,162,219.88,-2,64,66,69.36,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,149,102,156.2,42,89,47,50.04,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
140,116,58,116.56,24,82,58,39.07,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
64,56,62,59.08,8,2,-6,77.58,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
191,196,162,190.63,-5,29,34,78.35,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
216,201,193,204.57,15,23,8,81.54,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
54,66,59,61.61,-12,-5,7,66.7,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
102,103,73,99.28,-1,29,30,59.52,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
150,108,77,117.02,42,73,31,42.55,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
158,109,86,121.03,49,72,23,44.61,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
214,199,197,203.26,15,17,2,83.67,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
180,133,143,148.19,47,37,-10,69.35,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,183,168,183.38,7,22,15,80.63,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
92,57,33,64.73,35,59,24,14.02,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,222,183,214.56,-10,29,39,80.01,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
61,48,56,52.8,13,5,-8,29.25,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
123,66,60,82.36,57,63,6,27.19,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
179,156,102,156.72,23,77,54,54.19,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
231,221,173,218.52,10,58,48,71.01,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
88,50,50,61.36,38,38,0,16.64,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,163,128,173.36,48,83,35,56.07,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
61,49,51,52.82,12,10,-2,15.75,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
215,216,166,210.0,-1,49,50,72.97,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
113,84,71,91.19,29,42,13,44.44,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
114,73,57,83.44,41,57,16,30.4,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,181,158,181.37,10,33,23,75.9,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,145,107,146.05,18,56,38,59.76,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
242,220,192,223.39,22,50,28,73.91,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,191,154,192.76,20,57,37,68.23,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
147,109,90,118.2,38,57,19,50.11,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
58,60,34,56.44,-2,24,26,15.02,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
198,180,163,183.44,18,35,17,75.3,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
93,34,22,50.27,59,71,12,0.22,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
238,188,179,201.92,50,59,9,68.78,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,123,96,139.95,67,94,27,43.74,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
107,96,73,96.67,11,34,23,53.93,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
242,195,196,209.17,47,46,-1,73.88,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
114,68,45,79.13,46,69,23,22.89,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
65,36,46,45.81,29,19,-10,-12.44,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
131,94,75,102.9,37,56,19,43.37,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
154,137,102,138.09,17,52,35,59.45,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
187,142,100,150.67,45,87,42,49.17,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
255,188,167,205.64,67,88,21,60.52,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
165,131,91,136.61,34,74,40,49.49,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
144,97,78,108.89,47,66,19,41.74,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
194,173,133,174.72,21,61,40,63.94,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,144,98,145.93,24,70,46,53.88,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
193,156,143,165.58,37,50,13,66.61,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
91,61,36,67.12,30,55,25,17.29,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
224,229,177,221.58,-5,47,52,74.68,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
150,123,91,127.42,27,59,32,52.69,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
58,67,55,62.94,-9,3,12,76.95,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
173,132,119,142.78,41,54,13,59.8,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
223,191,205,202.16,32,18,-14,83.25,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
130,58,36,77.02,72,94,22,16.04,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
180,169,172,172.63,11,8,-3,86.27,1,light_medium,Light Medium,neutral,"White,Black,Navy,Blush,Teal"
166,99,89,117.89,67,77,10,41.4,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
154,120,86,126.29,34,68,34,48.29,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
114,77,41,83.96,37,73,36,24.95,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
173,161,99,157.52,12,74,62,55.46,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
210,180,164,187.15,30,46,16,71.46,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
127,85,54,94.02,42,73,31,31.09,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,227,181,217.27,-15,31,46,79.5,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
49,48,48,48.3,1,1,0,-59.53,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
111,63,39,74.62,48,72,24,18.88,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
184,159,139,164.2,25,45,20,68.49,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
57,46,43,48.95,11,14,3,-4.29,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
226,200,182,205.72,26,44,18,74.22,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
208,185,173,190.51,23,35,12,76.01,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
186,153,141,161.5,33,45,12,68.02,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
80,29,45,46.07,51,35,-16,-6.41,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
127,75,53,88.04,52,74,22,27.21,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
240,187,192,203.42,53,48,-5,72.63,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
57,40,26,43.49,17,31,14,-11.86,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
118,88,77,95.72,30,41,11,48.12,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,127,102,136.41,41,66,25,52.63,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
158,119,63,124.28,39,95,56,38.02,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,129,92,143.32,62,99,37,43.31,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
170,147,112,149.89,23,58,35,59.86,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
194,179,150,180.18,15,44,29,71.33,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
184,125,116,141.61,59,68,9,53.41,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
209,194,185,197.46,15,24,9,80.76,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
103,73,52,79.58,30,51,21,30.11,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
135,135,79,128.62,0,56,56,54.54,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
162,94,93,114.22,68,69,1,42.95,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
57,44,33,46.63,13,24,11,-7.99,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
48,51,43,49.19,-3,5,8,-9.2,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
122,91,55,96.16,31,67,36,34.57,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
118,64,81,82.08,54,37,-17,40.93,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
113,88,66,92.97,25,47,22,42.44,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
217,181,185,192.22,36,32,-4,77.32,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
175,169,133,166.69,6,42,36,70.2,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
86,61,11,62.77,25,75,50,9.66,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
219,191,177,197.78,28,42,14,74.13,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
95,88,50,85.76,7,45,38,38.47,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
